2.000000000000000111e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.100000000000000200e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.200000000000000289e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.300000000000000377e-01 2.302112029384755677e-06 1.689896735502655847e-06
2.400000000000000466e-01 7.316650953984287897e-05 2.143347748975394640e-05
2.500000000000000555e-01 1.158410611162126133e-04 3.151012992308298158e-05
2.600000000000000644e-01 1.551531884501581877e-03 2.233332782149169632e-04
2.700000000000000733e-01 3.561401489643913206e-05 1.673719544607569110e-05
2.800000000000000822e-01 4.683252729313334278e-03 6.326663560566199961e-04
2.900000000000000910e-01 4.132592102846648768e-02 3.835383483284448419e-03
3.000000000000000999e-01 1.139346867421691528e-01 8.969687374265636337e-03
3.100000000000001088e-01 1.729187943577186193e+00 2.057789647712525774e-02
3.200000000000001177e-01 7.588987428833792181e-01 1.143538070408110438e-02
3.300000000000001266e-01 7.904639045444343814e-01 1.242743351640555015e-02
3.400000000000001354e-01 6.196391143760839881e-01 8.862925139694549995e-03
3.500000000000001443e-01 5.872931831609019548e-01 7.612872980426408157e-03
3.600000000000001532e-01 5.821639037485971668e-01 7.329104842523566886e-03
3.700000000000001621e-01 5.580486007713497676e-01 9.546336743449500631e-03
3.800000000000001710e-01 5.143464288909295190e-01 8.026478649558585823e-03
3.900000000000001799e-01 5.359973655912660950e-01 7.459222399438425639e-03
4.000000000000001887e-01 5.109956189735741505e-01 6.817725063000085357e-03
4.100000000000001976e-01 4.889071012141616990e-01 6.543245131839270888e-03
4.200000000000002065e-01 4.772054792612998586e-01 6.080761333325464084e-03
4.300000000000002154e-01 4.976906295275992376e-01 6.651096116376393336e-03
4.400000000000002243e-01 4.866883089439853483e-01 6.080592869785452978e-03
4.500000000000002331e-01 4.523081066666666539e-01 6.055111888141308935e-03
4.600000000000002420e-01 4.316653773084380141e-01 6.551875458166661267e-03
4.700000000000002509e-01 4.342651101561064708e-01 6.377029642895815781e-03
4.800000000000002598e-01 4.415582787511478924e-01 5.858403701349758526e-03
4.900000000000002687e-01 4.142845311131517771e-01 5.616789472669156923e-03
